points,Number
0.0,191
0.25,53
0.5,11097
0.75,3005
1.0,31004
1.25,325
1.5,5351
1.75,36
2.0,14234
2.25,14
2.5,1954
2.75,4
3.0,1009
3.5,498
4.0,192
4.25,1
4.5,124
5.0,52
5.5,24
6.0,18
6.5,9
7.0,5
7.5,3
8.0,3
8.5,1
9.0,2
10.0,2
10.5,2
12.0,1
12.5,2
16.0,1
16.5,1
17.0,1
20.0,1
