median,max,min,first_quantile,last_quantile
149.0,20362.0,8.0,98.0,232.0
202.0,1490.0,0.0,100.0,280.75
50.0,25000.0,0.0,35.0,76.0
39.0,1000.0,7.0,29.75,65.0
