median,max,min,first_quantile,last_quantile
133.0,21000.0,10.0,94.0,225.0
108.5,6000.0,24.0,81.0,153.25
64.0,9999.0,9.0,45.0,96.0
25.0,500.0,16.0,20.0,30.0
