points,Number
0.0,89
0.25,16
0.5,2871
0.75,663
1.0,7440
1.25,49
1.5,853
1.75,15
2.0,4291
2.5,144
2.75,2
3.0,248
3.5,42
3.75,1
4.0,95
4.5,9
5.0,30
5.5,22
6.0,16
6.5,2
7.0,3
7.5,4
8.0,3
16.0,1
