neighbourhood_cleansed,number_of_hosts,number_of_reviews
Central & Western,314,8937
Eastern,58,887
Islands,179,13021
Kowloon City,62,1245
Kwai Tsing,6,20
Kwun Tong,21,388
North,11,218
Sai Kung,57,1733
Sha Tin,28,647
Sham Shui Po,37,595
Southern,38,343
Tai Po,17,215
Tsuen Wan,13,130
Tuen Mun,20,157
Wan Chai,204,8738
Wong Tai Sin,5,202
Yau Tsim Mong,341,50929
Yuen Long,31,173
