median,max,min,first_quantile,last_quantile
266.0,26774.0,22.0,173.0,419.0
215.0,1449.0,0.0,160.0,293.0
273.5,23571.0,23.0,120.0,641.75
51.0,514.0,22.0,49.0,81.25
