points,Number
0.0,173
0.25,9
0.5,616
0.75,48
1.0,13546
1.25,18
1.5,523
1.75,9
2.0,9900
2.25,22
2.5,792
3.0,1729
3.25,1
3.5,369
4.0,336
4.5,154
5.0,79
5.5,55
6.0,90
6.5,21
7.0,11
7.5,7
8.0,29
8.5,3
9.0,9
9.5,2
10.0,2
10.5,1
11.0,1
12.0,2
13.0,1
14.0,1
