neighbourhood_cleansed,number_of_hosts,number_of_reviews
Alaior,268,7252
Ciutadella de Menorca,715,25195
Es Castell,44,1296
Es Mercadal,409,8788
Es Migjorn Gran,21,439
Ferreries,46,1595
MahÃ³n,142,3256
Sant LluÃ­s,272,5847
