points,Number
0.0,178
0.25,39
0.5,3887
0.75,312
1.0,45272
1.25,21
1.5,3123
1.75,2
2.0,7006
2.5,707
3.0,447
3.5,91
4.0,66
4.5,19
5.0,30
5.5,6
6.0,13
7.0,2
7.5,1
8.0,4
10.0,1
20.0,1
26.0,2
50.0,7
