points,Number
0.0,40
0.25,5
0.5,939
0.75,174
1.0,2510
1.25,46
1.5,232
1.75,9
2.0,1654
2.5,223
3.0,172
3.5,53
4.0,33
4.5,16
5.0,12
5.5,3
6.0,4
6.5,1
7.5,2
