points,Number
0.0,11
0.5,394
0.75,84
1.0,1811
1.25,7
1.5,244
1.75,4
2.0,1005
2.5,197
3.0,162
3.5,114
4.0,41
4.5,25
5.0,18
5.5,9
6.0,14
6.5,1
7.0,2
7.5,3
8.0,1
9.0,2
10.0,1
