median,max,min,first_quantile,last_quantile
161.0,10000.0,15.0,110.0,288.0
193.0,232.0,0.0,125.0,206.5
64.0,9000.0,18.0,45.0,105.0
121.0,1000.0,40.0,72.0,829.5
