median,max,min,first_quantile,last_quantile
167.5,12494.0,20.0,74.0,293.0
120.5,949.0,0.0,36.75,220.5
85.0,7000.0,13.0,56.0,155.0
54.5,3770.0,18.0,33.75,103.0
