points,Number
0.0,41
0.25,18
0.5,360
0.75,68
1.0,1586
1.25,16
1.5,290
1.75,3
2.0,1414
2.25,2
2.5,70
2.75,1
3.0,146
3.5,30
3.75,1
4.0,33
4.25,4
4.5,3
5.0,11
5.5,3
6.0,13
6.5,1
8.0,13
8.5,1
10.0,3
10.5,2
13.0,2
16.0,2
