points,Number
0.0,14
0.25,7
0.5,667
0.75,48
1.0,6219
1.25,3
1.5,451
2.0,3124
2.5,110
3.0,295
3.5,28
4.0,66
4.5,13
5.0,27
5.5,5
6.0,26
6.5,6
7.0,4
7.5,3
8.0,3
9.0,3
12.0,3
13.0,1
13.5,1
18.5,1
20.5,1
