points,Number
0.0,5
0.25,1
0.5,237
0.75,28
1.0,1785
1.25,4
1.5,162
2.0,314
2.5,40
3.0,13
3.5,10
4.0,4
4.5,1
5.0,2
6.5,15
7.0,1
13.0,2
