median,max,min,first_quantile,last_quantile
237.0,5000.0,60.0,183.0,335.0
390.0,2666.0,0.0,318.0,471.0
99.0,896.0,11.0,74.0,143.0
50.0,395.0,10.0,10.0,84.0
