neighbourhood_cleansed,number_of_hosts,number_of_reviews
Agassiz,65,5960
Area 2/MIT,195,38776
Cambridge Highlands,4,18
Cambridgeport,95,18911
East Cambridge,180,33530
Mid-Cambridge,66,5419
Neighborhood Nine,40,3396
North Cambridge,157,15888
Riverside,39,4489
Strawberry Hill,50,4051
The Port,44,8557
Wellington-Harrington,81,11549
West Cambridge,72,6777
