points,Number
0.0,5
0.25,1
0.5,286
0.75,44
1.0,2021
1.25,4
1.5,309
1.75,1
2.0,1439
2.25,1
2.5,255
3.0,255
3.5,84
4.0,47
4.5,27
5.0,8
5.5,10
6.0,8
6.5,3
7.0,2
7.5,2
8.0,1
8.5,2
9.0,1
9.5,2
