points,Number
0.0,13
0.25,1
0.5,334
0.75,61
1.0,3536
1.25,6
1.5,273
1.75,4
2.0,1094
2.5,280
3.0,160
3.5,113
4.0,17
4.5,5
6.0,3
8.0,1
