median,max,min,first_quantile,last_quantile
2100.0,450000.0,482.0,1431.0,3424.0
1807.0,99999.0,0.0,1307.0,3123.0
1272.0,317959.0,300.0,832.0,2000.0
548.0,31792.0,279.0,399.5,823.0
