neighbourhood_cleansed,number_of_hosts,number_of_reviews
Ward A (councilmember Denise Ridley),85,3769
Ward B (councilmember Mira Prinz-Arey),73,3140
Ward C (councilmember Richard Boggiano),104,5885
Ward D (councilmember Michael Yun),256,28018
Ward E (councilmember James Solomon),592,30859
Ward F (councilmember Jermaine D. Robinson),182,16589
