points,Number
0.0,6
0.25,3
0.5,262
0.75,18
1.0,1515
1.25,2
1.5,93
2.0,581
2.25,1
2.5,25
3.0,32
3.5,4
4.0,10
4.5,6
5.0,1
6.0,2
