median,max,min,first_quantile,last_quantile
210.0,99999.0,23.0,139.0,339.0
209.0,492.0,0.0,135.0,421.0
78.0,2500.0,20.0,49.0,199.25
97.0,333.0,55.0,76.0,215.0
