neighbourhood_cleansed,number_of_hosts,number_of_reviews
Amager Vest,1104,22309
Amager st,933,20521
Bispebjerg,660,9905
Brnshj-Husum,304,4642
Frederiksberg,1275,20259
Indre By,1672,60527
Nrrebro,2177,37214
Valby,595,8507
Vanlse,328,6507
Vesterbro-Kongens Enghave,2096,45095
sterbro,1422,21074
