median,max,min,first_quantile,last_quantile
195.0,12000.0,33.0,131.0,300.0
191.0,1220.0,0.0,149.0,320.0
109.0,25000.0,0.0,70.5,170.5
58.0,10000.0,25.0,38.0,109.0
