points,Number
0.0,40
0.25,6
0.5,633
0.75,136
1.0,3249
1.25,9
1.5,319
1.75,7
2.0,1801
2.5,188
3.0,127
3.25,2
3.5,40
4.0,25
4.5,13
5.0,17
5.5,1
6.0,1
6.5,1
7.0,1
8.0,1
10.0,1
