neighbourhood_cleansed,number_of_hosts,number_of_reviews
District 2,69,3645
District 3,57,2290
District 4,98,4036
District 5,177,5540
District 6,56,1724
District 7,187,11237
District 8,45,2492
District 9,179,12612
