points,Number
0.0,25
0.25,7
0.5,946
0.75,254
1.0,4212
1.25,12
1.5,510
1.75,1
2.0,5843
2.5,1091
2.75,1
3.0,1088
3.5,201
4.0,192
4.5,72
5.0,49
5.5,19
6.0,12
6.5,6
7.0,5
7.5,1
8.0,16
8.5,2
9.0,1
9.5,1
10.0,2
11.0,4
12.0,4
13.5,4
