median,max,min,first_quantile,last_quantile
196.0,30000.0,10.0,130.0,329.0
193.5,9999.0,0.0,100.0,313.0
75.0,25000.0,10.0,55.0,103.0
35.0,1300.0,10.0,25.0,49.0
