points,Number
0.0,19
0.25,8
0.5,736
0.75,127
1.0,2697
1.25,8
1.5,377
2.0,998
2.25,1
2.5,137
3.0,134
3.5,36
4.0,44
4.5,19
5.0,13
5.5,2
6.0,4
6.5,1
7.0,1
8.0,1
18.0,1
