median,max,min,first_quantile,last_quantile
145.0,7015.0,10.0,109.0,210.0
105.5,236.0,0.0,57.25,162.0
70.0,10000.0,20.0,50.0,98.75
21.0,153.0,15.0,19.0,47.0
