points,Number
0.0,3
0.25,4
0.5,295
0.75,86
1.0,3108
1.25,3
1.5,261
2.0,1279
2.5,337
3.0,188
3.5,158
4.0,60
4.5,28
5.0,8
5.5,4
6.0,4
6.5,2
8.5,1
9.5,1
