points,Number
0.0,62
0.25,17
0.5,2089
0.75,369
1.0,11446
1.25,70
1.5,1469
1.75,13
2.0,7013
2.25,2
2.5,961
2.75,1
3.0,1476
3.25,3
3.5,375
4.0,321
4.25,1
4.5,147
5.0,119
5.5,85
6.0,86
6.5,43
7.0,50
7.5,23
8.0,39
8.5,8
9.0,4
10.0,4
10.5,1
11.0,5
11.5,4
12.0,1
13.0,1
14.5,1
15.0,3
15.5,1
16.0,1
17.0,2
