median,max,min,first_quantile,last_quantile
175.0,16429.0,23.0,124.0,263.0
212.0,999.0,50.0,134.0,310.0
65.0,104983.0,0.0,49.0,90.0
40.0,6000.0,15.0,27.0,65.0
