points,Number
0.0,13
0.25,2
0.5,723
0.75,123
1.0,4084
1.25,28
1.5,239
2.0,1636
2.5,213
3.0,135
3.5,98
4.0,49
4.5,19
5.0,11
5.5,6
5.75,1
6.0,10
6.5,3
7.0,3
7.5,1
9.5,1
10.0,1
12.5,1
