points,Number
0.0,4
0.25,2
0.5,86
0.75,7
1.0,1534
1.25,6
1.5,111
2.0,829
2.5,159
3.0,143
3.5,53
4.0,38
4.5,11
5.0,9
5.5,6
6.0,8
7.0,1
9.0,1
