median,max,min,first_quantile,last_quantile
147.0,25000.0,19.0,105.0,221.0
334.0,1931.0,84.0,278.25,471.5
84.0,2142.0,26.0,62.0,122.0
32.5,250.0,29.0,30.0,40.75
