points,Number
0.0,89
0.25,31
0.5,6118
0.75,613
1.0,18203
1.25,37
1.5,1432
1.75,2
2.0,5809
2.25,3
2.5,245
3.0,276
3.5,50
4.0,112
4.5,15
5.0,47
5.5,12
6.0,20
6.5,4
6.75,1
7.0,11
7.5,5
8.0,7
8.5,2
9.0,8
10.0,8
10.5,1
11.0,3
12.5,1
13.0,3
14.0,1
16.0,6
17.0,1
20.0,1
20.5,1
22.5,2
24.0,1
25.0,2
32.0,1
33.0,1
