points,Number
0.0,22
0.5,1884
0.75,120
1.0,9333
1.25,18
1.5,577
1.75,6
2.0,1320
2.5,166
3.0,73
3.5,23
4.0,33
4.5,7
5.0,5
5.5,2
6.0,5
6.5,2
7.0,1
7.5,2
8.0,2
9.0,1
11.5,1
16.0,1
