points,Number
0.0,12
0.25,14
0.5,1199
0.75,341
1.0,7098
1.25,36
1.5,2202
1.75,10
2.0,649
2.5,125
3.0,53
3.5,19
4.0,8
4.5,8
5.0,4
6.0,1
7.0,1
7.5,1
8.0,2
9.0,3
11.0,2
12.0,1
15.0,1
