median,max,min,first_quantile,last_quantile
80.0,9200.0,10.0,60.0,114.0
137.5,430.0,0.0,85.0,178.25
35.0,9270.0,10.0,25.0,52.0
30.0,203.0,9.0,23.5,45.0
