points,Number
0.0,58
0.25,10
0.5,1425
0.75,236
1.0,11125
1.25,106
1.5,895
1.75,45
2.0,4110
2.25,4
2.5,416
2.75,5
3.0,590
3.25,4
3.5,153
3.75,2
4.0,167
4.5,70
5.0,60
5.5,34
6.0,36
6.5,19
7.0,11
7.5,3
8.0,7
8.5,5
9.0,1
9.5,2
10.0,3
10.5,3
11.0,2
11.5,1
12.0,2
14.0,1
16.5,1
18.0,2
