median,max,min,first_quantile,last_quantile
115.0,22000.0,13.0,80.0,169.0
130.0,1000.0,0.0,89.0,234.25
57.0,8500.0,10.0,40.0,85.0
27.0,9999.0,11.0,22.0,44.0
