median,max,min,first_quantile,last_quantile
105.0,9558.0,14.0,75.0,150.0
100.0,270.0,0.0,67.0,169.0
63.5,1918.0,11.0,45.0,86.0
44.0,500.0,14.0,27.0,83.75
