points,Number
0.0,47
0.25,4
0.5,798
0.75,75
1.0,23817
1.25,12
1.5,1893
1.75,6
2.0,11286
2.25,3
2.5,590
3.0,1403
3.5,183
4.0,533
4.5,107
5.0,213
5.5,55
6.0,105
6.5,31
7.0,69
7.5,16
8.0,30
8.5,10
9.0,17
9.5,3
10.0,8
10.5,3
11.0,2
11.5,2
12.0,7
12.5,1
13.0,2
13.5,2
15.0,1
15.5,1
17.5,1
19.0,1
19.5,1
50.0,1
