points,Number
0.0,87
0.25,16
0.5,3760
0.75,691
1.0,10194
1.25,58
1.5,1093
1.75,8
2.0,4062
2.25,9
2.5,204
2.75,1
3.0,299
3.5,38
4.0,80
4.5,18
5.0,18
5.5,4
6.0,8
6.5,2
7.0,3
8.0,1
10.0,3
