points,Number
0.0,8
0.25,3
0.5,329
0.75,82
1.0,3138
1.25,21
1.5,217
2.0,1724
2.5,481
3.0,260
3.5,149
4.0,71
4.5,22
5.0,11
5.5,5
6.0,13
6.25,1
7.0,7
8.0,1
9.0,1
12.0,1
