median,max,min,first_quantile,last_quantile
80.0,100000.0,9.0,59.0,120.0
89.0,856.0,24.0,67.0,127.0
66.0,8500.0,10.0,46.0,94.0
27.0,6000.0,12.0,23.0,45.0
