points,Number
0.0,6
0.25,5
0.5,195
0.75,15
1.0,2468
1.25,3
1.5,153
2.0,897
2.5,115
3.0,92
3.5,30
4.0,19
4.5,3
5.0,4
5.5,1
6.0,4
6.5,3
