points,Number
0.0,19
0.25,3
0.5,208
0.75,33
1.0,12196
1.25,1
1.5,1808
2.0,5690
2.25,1
2.5,559
3.0,1375
3.5,341
4.0,549
4.5,202
5.0,240
5.5,82
6.0,139
6.5,44
6.75,1
7.0,65
7.5,17
8.0,42
8.5,8
9.0,21
9.5,3
10.0,19
10.5,3
11.0,3
11.5,2
12.0,2
15.0,1
16.0,1
16.5,1
