points,Number
0.0,8
0.5,468
0.75,34
1.0,2467
1.5,107
2.0,745
2.5,8
3.0,29
3.5,6
4.0,8
4.5,1
5.0,3
6.0,3
6.5,1
7.0,1
10.0,1
