points,Number
0.0,17
0.25,10
0.5,1043
0.75,258
1.0,3540
1.25,24
1.5,589
2.0,1616
2.25,1
2.5,81
3.0,86
3.5,23
4.0,31
4.5,4
5.0,8
5.5,2
6.0,2
6.5,1
7.0,1
10.0,1
16.0,1
