median,max,min,first_quantile,last_quantile
81.0,10000.0,10.0,60.0,117.0
99.0,1000.0,0.0,70.0,140.0
75.0,8000.0,12.0,50.0,109.0
24.0,200.0,10.0,19.0,43.75
