points,Number
0.0,25
0.25,1
0.5,60
0.75,8
1.0,694
1.25,2
1.5,76
2.0,507
2.5,111
3.0,92
3.5,21
4.0,20
4.5,3
5.5,3
6.0,1
8.0,1
10.0,1
