median,max,min,first_quantile,last_quantile
167.0,7749.0,9.0,99.0,279.0
325.0,474.0,70.0,294.0,357.0
107.0,9999.0,10.0,65.0,170.0
85.0,1149.0,16.0,50.5,146.0
