median,max,min,first_quantile,last_quantile
165.0,8956.0,15.0,109.0,250.0
174.0,430.0,54.0,62.5,277.25
70.0,99149.0,15.0,50.0,102.0
35.0,250.0,10.0,25.0,50.0
