points,Number
0.0,8
0.25,1
0.5,410
0.75,66
1.0,1668
1.25,14
1.5,117
2.0,989
2.5,113
3.0,178
3.5,38
4.0,27
4.5,8
5.0,7
5.5,3
6.0,6
8.0,3
8.5,2
