median,max,min,first_quantile,last_quantile
213.0,5800.0,43.0,149.0,332.0
0.0,0.0,0.0,0.0,0.0
85.0,1010.0,24.0,65.0,113.0
36.0,999.0,29.0,34.0,46.75
