neighbourhood_cleansed,number_of_hosts,number_of_reviews
Atherton,21,1507
Belmont,57,2867
Brisbane,61,6520
Burlingame,67,4846
Colma,2,131
Daly City,368,43344
East Palo Alto,130,9113
Foster City,32,1766
Half Moon Bay,61,5841
Hillsborough,14,1065
Menlo Park,103,6335
Millbrae,45,7006
Pacifica,115,14519
Portola Valley,8,407
Redwood City,155,9593
San Bruno,90,11820
San Carlos,71,5255
San Mateo,163,10512
South San Francisco,97,13208
Unincorporated Areas,443,42121
Woodside,18,1330
