points,Number
0.0,119
0.25,25
0.5,2712
0.75,655
1.0,8012
1.25,67
1.5,2373
1.75,11
2.0,7033
2.25,2
2.5,1365
3.0,1408
3.25,1
3.5,418
3.75,1
4.0,427
4.5,192
5.0,155
5.5,60
6.0,71
6.5,31
7.0,42
7.5,18
8.0,18
8.5,9
9.0,8
9.5,4
10.0,9
10.5,3
11.0,3
11.5,1
12.0,4
13.0,2
14.0,3
15.0,1
27.0,1
