median,max,min,first_quantile,last_quantile
140.0,24510.0,10.0,100.0,200.0
99.5,345.0,30.0,79.75,175.0
72.0,99149.0,10.0,52.0,100.0
35.0,280.0,10.0,25.0,52.0
