median,max,min,first_quantile,last_quantile
148.0,7183.0,40.0,109.0,200.0
99.0,99.0,99.0,99.0,99.0
70.0,5000.0,30.0,56.0,97.0
25.0,125.0,21.0,23.0,32.75
