points,Number
0.0,26
0.25,25
0.5,773
0.75,148
1.0,7427
1.25,21
1.5,1361
1.75,5
2.0,5244
2.25,3
2.5,846
2.75,1
3.0,909
3.25,2
3.5,585
4.0,348
4.5,309
4.75,1
5.0,165
5.5,119
6.0,63
6.5,55
7.0,31
7.5,25
8.0,24
8.5,9
9.0,10
9.5,8
10.0,4
10.5,4
11.0,1
11.5,1
12.0,1
13.0,1
14.0,1
15.0,1
15.5,1
16.0,1
19.0,1
21.0,1
26.0,1
32.0,1
42.0,1
